#{"t_start": 1680229914.098205, "env_id": null}
-174,3317,8728.412186
-226,2000,8731.956583
-165,2435,8736.263632
-101,2748,8741.147448
107,2394,8745.404928
-2,3777,8752.678521
-113,1790,8756.068465
22,1937,8760.054406
-260,2746,8765.395795
-129,1582,8768.389976
-288,2362,8817.330765
-22,3420,8823.090859
-138,1435,8825.625206
-225,1831,8828.925832
-23,2871,8834.040431
-187,2484,8838.459728
-295,1706,8841.479534
-310,2222,8845.412479
-3,2236,8849.387708
-122,1965,8852.857056
-111,3008,8858.177101
-23,3304,8864.015243
-28,2311,8868.24114
-172,2579,8873.137987
-347,1666,8876.322754
5,2580,8926.106098
-24,2081,8929.497105
-33,3036,8934.763728
68,2993,8940.022607
15,2643,8944.739703
-303,1241,8946.953466
182,1968,8950.435099
-52,2812,8955.388914
-162,1884,8958.720772
-329,1458,8961.300003
-23,2983,8966.653422
-82,2963,8971.930906
-161,2485,8976.335057
-94,3040,8981.706278
-148,1464,8984.291437
-181,2076,8988.057736
-206,2339,9035.783008
-132,1666,9038.885063
-110,2949,9044.293386
-200,2715,9049.392119
-17,2284,9053.698331
123,2115,9058.150091
236,1469,9061.267817
-101,2459,9065.877638
-161,2574,9071.364575
-252,2433,9076.139873
-278,2805,9081.122152
-332,1808,9084.317621
-200,2044,9087.940374
173,2684,9092.699997
-279,1580,9095.49615
-172,2554,9144.87016
-52,1721,9147.685868
-99,2808,9152.743542
-168,2170,9156.638771
-1,2186,9160.591188
174,1570,9163.421609
-253,2212,9167.413223
89,1809,9170.656828
-164,2254,9174.682293
-163,2881,9179.839175
-93,2045,9183.505747
-294,1582,9186.334296
-334,2371,9190.56868
-153,2768,9195.541273
-197.0,6170,9206.468435
297,1311,9252.694855
91,2688,9257.48194
-108,1975,9261.004479
-96,3109,9266.513175
4,1905,9269.91136
-57,1798,9273.130042
-241,1446,9275.751637
-311,1619,9278.64633
-274,1383,9281.128098
44,2308,9285.26905
-80,2053,9288.974064
-164,1969,9292.46239
-127,2801,9297.418325
-200,1884,9300.789215
-8,3332,9306.698514
-9,3190,9312.360519
0,3104,9363.257127
34,2933,9369.094585
62,3220,9375.260877
-346,1236,9377.584842
-213.0,6923,9390.353777
7,2780,9395.48705
-165,1593,9398.558619
-86,2385,9402.884462
-263,1789,9406.138475
-158,2717,9411.257499
-43,2513,9416.627017
-207,2287,9421.038131
-169,2222,9425.495606
-107,2900,9475.442037
-288,1248,9477.869707
-147,2056,9482.193706
-153,2900,9488.562071
-79,2865,9495.036091
-1,2892,9500.788194
-200,2675,9505.714159
-215,2186,9509.729195
0,2642,9514.589195
-242,2395,9518.996195
-217,2013,9522.745195
-210,2628,9527.749195
61,3292,9534.075537
-21,2394,9538.802488
-344,2440,9543.959569
-285,1844,9592.135566
-244,1823,9595.971223
227,1844,9599.851239
89,1517,9603.156171
-301,1453,9606.357824
-145,3782,9614.520654
-160,2702,9619.75258
-340,2028,9623.520912
-309,1436,9626.156722
-72,1846,9629.492523
-253,2487,9634.050069
-284,1638,9637.016601
-180,2683,9641.835307
-49,2546,9646.481882
20,2100,9650.673344
-193,1554,9653.930009
-331,1423,9656.889141
-271,2092,9704.410249
-180,2551,9709.059549
43,3412,9716.000497
-19,2607,9721.437521
-202,2006,9725.582186
-294,1496,9728.683089
139,2131,9733.282036
55,1686,9736.8557
-101,3042,9742.401259
-246,2101,9746.088496
-100,2908,9751.337134
-190,2687,9756.03154
101,1426,9758.568925
-176,2310,9762.804123
58,2551,9767.379656
-45,3269,9818.089962
152,1787,9820.966381
-148,2958,9826.043599
-257,1862,9829.831689
-247,2143,9834.376563
-70,1944,9838.396563
-190,2611,9844.090036
-80,1722,9847.778996
42.0,6598,9861.147986
-97.0,7396,9874.575736
-85,2320,9878.778454
-38,1528,9881.55547
-1,2272,9929.839444
332,1502,9932.181822
-125,1424,9934.601975
-16,3899,9941.519395
7,2650,9946.247089
-158,1774,9950.084768
-294,1449,9953.255239
-334,1392,9956.294389
-182,2398,9961.434675
-61,2171,9966.258845
-128,1908,9970.562175
-32,1841,9974.516991
-55,2841,9980.01786
-6,2684,9984.879789
0,2092,9988.794939
-33,2804,9993.783573
-51,3177,10043.340887
9,2210,10046.836557
40,3642,10053.173863
-192,2440,10057.528199
-228,2025,10061.15149
-79,2376,10065.402877
-204,1996,10069.259442
-22,3096,10075.907033
-158,2889,10082.047711
28,3888,10090.423836
-208,2013,10094.712714
-195,2476,10099.452482
-47,1630,10102.317602
-112,2416,10106.594202
-33,3134,10155.969023
3,2754,10160.664987
-213,2240,10164.582384
-22,2585,10169.200517
-271,2179,10173.107254
-345,1804,10176.378861
-48,2154,10180.238758
-23,2586,10184.838733
-112,2447,10189.609325
-166,2442,10194.75425
-104,2257,10199.581579
-136,2539,10205.122239
-221,2465,10210.478098
-84,2781,10216.653772
-24,2812,10221.931285
-162,2718,10271.348118
41,2272,10276.04516
-306,1583,10278.944308
-312,1549,10281.710128
-166,2401,10285.988674
-140,3062,10291.458155
-227,2643,10296.184376
-175,1820,10299.435856
-24,2948,10304.725272
-24,2818,10310.526111
-35,2142,10315.274211
-275,1261,10317.932738
-32,2089,10322.467908
-106,2577,10328.196813
-166,2905,10334.617668
-220,2430,10382.641296
-71,3010,10388.261667
-301,1818,10391.770017
284,1529,10394.956375
-165,2376,10399.517739
-331,1456,10402.135181
-2,3443,10408.308046
-248,1411,10410.830229
-248,1940,10414.314497
293,1457,10416.936239
-209,2505,10421.432645
-297,2295,10425.537793
276,2161,10429.964684
-48,3300,10437.279607
-64,2877,10443.222829
1,3735,10495.700966
-204,2528,10500.72572
-7,2723,10506.652978
87,1785,10510.632796
-141,3076,10517.168669
-295,1736,10520.244233
3,2714,10525.138799
-28,3112,10530.742178
-79,1702,10533.792404
-152,3123,10539.338806
-132,1902,10542.72468
-163,1046,10544.610296
-191,2633,10549.992078
-176,1865,10554.205
-167,2872,10560.449501
-256,2777,10566.700226
-215,2040,10614.575101
-14,3102,10620.978961
-229,2491,10626.165341
-149,1565,10629.514616
-117,2263,10634.309927
-347,1494,10637.380458
129,1756,10640.597378
-208,2569,10645.266744
110,1758,10648.440157
48,1784,10651.639129
-298,1412,10654.17734
-109,2599,10658.849702
-38,1876,10662.206067
2,3297,10668.389092
-73,1778,10672.272644
-347,1918,10676.499576
-47,1545,10679.955844
-16,3765,10731.844977
-254,1906,10735.621565
-199,2256,10740.261022
-1,2491,10745.495962
-191,2614,10750.723799
-346,1912,10754.739092
-72,2779,10759.985101
166,1827,10763.302055
-132,2654,10768.052785
-33,1987,10771.598826
-29,1141,10773.66985
110,1759,10776.85075
-94,2506,10781.350524
-15,3282,10787.273274
-293,2012,10791.419506
52,3181,10841.116172
119,2747,10845.868945
-210,1164,10848.107894
-222,2632,10853.462837
-150,2255,10858.186753
-307,2206,10862.917592
-11,2575,10868.431473
-123,2106,10872.884057
44,1698,10876.523071
88,2470,10881.014483
-294,1460,10883.62225
-83,2455,10888.00242
40,2021,10891.630984
-238,1554,10894.400458
62,2322,10898.549659
-349,2322,10902.686075
12,2308,10906.863281
-195,2309,10955.212163
-42,3594,10962.486592
86,1882,10966.454463
-95,3116,10973.03081
-199,1764,10976.655341
-256,2599,10982.273487
-103,1815,10985.939101
-168,2148,10990.290552
-59,2337,10995.264251
-46,2908,11000.732428
-47,2359,11004.993101
-4,3548,11011.338538
-212,1304,11013.665999
-5,1876,11017.001276
-268,2442,11064.975213
-73,1855,11067.909143
-247,2248,11071.88034
-136,2401,11076.146521
190,2204,11080.155795
-163,2441,11084.543167
142,2340,11088.716362
-92,2058,11092.425607
4,2212,11096.389026
136,3006,11101.754603
-119,2246,11105.809155
-42,2566,11110.424355
-215,2073,11114.174514
-103,2121,11118.089457
-254,2455,11122.478643
-123,2543,11127.037108
-6,2544,11176.648886
11,3249,11182.237626
-35,2796,11187.267271
-20,3455,11193.484911
-52,3275,11199.469717
-306,1250,11201.722978
-194,2578,11206.260727
-346,1669,11209.747219
-114,2687,11215.48234
-107,1646,11219.117587
-88,3072,11225.666181
-238,2256,11230.767522
-30,2981,11237.15637
-41,2682,11241.947989
55,1767,11287.996706
-70,1583,11291.206553
-290,1961,11295.486379
-9,3361,11301.837113
-75,1851,11305.233864
-305,1745,11308.394615
-14,3271,11314.343867
-259,1398,11316.818692
-38,2754,11321.792687
-8,2276,11325.894917
-139,2038,11329.961467
-28,2683,11335.618083
-299,2454,11340.687892
-345,1630,11344.105374
-297,2274,11349.016428
-334,1315,11351.77258
44,2725,11401.669379
-21,3170,11407.961106
218,1622,11411.567567
-289,2527,11417.096841
-292,2567,11421.729852
-44,2656,11426.481742
-261,2613,11431.269885
-68,2866,11436.352991
-157,2334,11440.614868
-246,2474,11445.021056
-50,2830,11450.654336
-92,1909,11454.71126
104,2682,11460.608909
-175,2638,11465.992304
-141,2107,11470.333115
-341,1550,11516.592227
-169,2727,11521.749311
-294,2411,11526.849909
-59,1548,11530.194088
-62,3147,11536.775492
-25,3230,11542.597693
-58,2655,11547.36364
-50,3156,11553.043594
-55,1880,11556.482836
-52,2392,11560.70459
-197,2856,11565.829814
46,3194,11572.780826
-259,1334,11575.613419
-22,2348,11580.591278
1,2210,11630.030012
-276,2530,11634.461128
-234,2710,11639.435112
18,1954,11643.179162
-120,2850,11649.181996
-338,2435,11654.625541
5,2317,11659.223363
50,2482,11663.604011
-95,2388,11667.889126
-279,1704,11670.98223
-213,2046,11674.600986
-216,2516,11679.133652
-260,2302,11683.27159
-177,1724,11686.299396
-152,2736,11691.816696
121,2026,11696.146281
98,2473,11743.038716
-16,3064,11748.513606
-223,1534,11751.809325
-210,1360,11754.751107
-90,2200,11759.449896
-7,1596,11762.963921
-298,1657,11766.60335
-7,2332,11771.599583
-225,1769,11775.422805
-50,2958,11780.965273
-230,1736,11784.096224
-289,2747,11788.965957
-68,2714,11793.838891
-218,2456,11798.247723
-159,2715,11803.068836
76,1677,11806.089271
-339.0,6597,11860.605328
-234,2654,11865.218039
118,2293,11869.533449
-227,2100,11874.085039
14,2893,11880.188974
83,3508,11887.641238
14,2911,11893.947088
-119,3011,11899.711668
10,3678,11906.332299
-47,2826,11911.407711
-173,1638,11914.347134
112,2122,11918.278453
-158,1840,11964.290962
-38,2770,11968.730929
-44,1786,11971.772002
-206,2399,11976.000999
-156,1569,11978.809152
-137,2058,11982.50763
-216,2806,11987.633273
4623.0,4933,11998.089412
-193,2542,12003.623632
-166,2812,12009.79024
-264,2673,12015.677955
-171,2137,12019.859588
-237,2176,12023.821939
-52,2518,12028.463454
-25,2301,12076.427435
-191,1112,12078.101898
-181,2009,12081.497815
-244,1438,12084.02135
-166,2778,12088.939667
-76,3148,12094.482532
-98,1936,12097.900463
-333,946,12099.576386
288,2342,12103.700986
-98,2722,12108.939712
-2,2936,12115.159357
-186,1836,12119.183298
-25,2542,12124.844133
-116,2453,12130.102564
-170,2164,12134.798746
-17,3166,12140.84961
-247,2497,12187.716443
-97,2184,12191.893093
-79,2846,12197.506431
-103,2187,12201.358277
-290,2610,12205.971839
-136,2544,12210.462927
-222,2126,12214.21787
24,3292,12220.069324
-284.0,5123,12229.54341
881.0,4504,12239.066288
-222,2486,12244.319779
-333,1297,12247.214997
-42,3159,12253.842409
-53,3432,12305.154786
-286,1798,12308.982103
-142,2425,12314.134035
-142,2264,12318.600964
-184,2946,12323.885055
-170,2611,12328.565246
-137,2471,12332.953702
-119,1943,12336.384183
-139,1115,12338.366669
-47,3966,12345.354761
230,814,12346.836293
-279.0,5999,12359.557435
-204,2584,12365.217027
-88,2882,12414.979964
-195,2803,12420.216923
-197,2472,12425.335711
-259,1072,12427.518464
-345,2493,12432.438147
-220,1919,12436.496978
224,1241,12438.754407
344,1040,12440.614146
-214,1772,12443.787392
-251,1812,12447.034939
-185,2600,12451.660433
213,1249,12453.898187
-223,2408,12458.197619
-256,1640,12461.130995
-17,2149,12464.959183
-128,2334,12469.664642
-168,1499,12472.961808
-15,3136,12479.934963
-12,2518,12528.865429
-107,2072,12532.81936
0,3390,12539.824633
-264,2929,12546.133276
-304,1476,12549.121817
30,1894,12552.954384
-63,3043,12558.679528
-349,1521,12561.395063
-179,2427,12565.748744
-156,2537,12570.302662
-1,2692,12575.110878
110,2567,12579.701465
-16,2399,12583.980232
-351,1874,12587.448972
-137,2630,12592.742074
-212,2039,12639.474432
-242,1828,12642.419161
-163,2429,12646.664972
-37.0,7432,12662.871872
154,1623,12666.485803
-231,1501,12669.823264
-37,2635,12675.510453
-192,2853,12681.356209
-159,2465,12686.623097
146,951,12688.77494
-174,2830,12695.071071
-6,3131,12701.7581
264,1199,12704.410869
-185,2527,12709.986149
-79,2517,12758.916652
-86,2977,12763.878404
21,2352,12768.298088
-251,1441,12771.383147
-104,1923,12775.418435
-306,1742,12778.982301
235,1902,12783.057052
67,2499,12788.182967
96,2845,12794.135347
-146,1839,12797.886448
-74,1567,12800.731836
-180,2452,12805.168119
-177,1964,12808.67754
-60,2546,12813.257169
-142,1983,12816.76407
-3,3598,12823.184962
-248,2211,12869.731652
-159,3181,12875.073118
-48,2590,12879.658969
-190,2409,12884.07736
44,2539,12889.003441
-21,2312,12894.001461
-252,2472,12899.204583
-226,1783,12902.987545
-310,2004,12907.46968
-137,2566,12912.975203
-137,2155,12917.351429
-223,1854,12920.681377
-351,1221,12922.864377
-346,1967,12926.379753
-153,2470,12930.805501
-235,1521,12933.524376
-219,2555,12982.096296
-128,3197,12987.463527
-150,2179,12991.243578
-31,2300,12995.34655
-261.0,6626,13007.229968
-177,2420,13011.613616
-254,2602,13016.193049
-143,2436,13020.670206
-73,2826,13025.694978
309,1212,13027.862676
13.0,7779,13041.770906
-139,2598,13089.178819
-42,2482,13094.074292
-166,2563,13099.125506
-221,1836,13102.474585
-327,1345,13104.936191
205,1935,13108.371066
-181,2795,13113.367558
-190,2594,13117.973011
-42,2792,13122.949849
-290,1314,13125.311478
-6,3218,13131.581943
-234,2054,13136.004082
7,2595,13141.246394
-206,2447,13146.349506
-211,2106,13151.003056
68,3379,13201.466828
296,1707,13204.658561
-140,1672,13208.115971
-128,2313,13213.19506
-148,2800,13218.940625
-349,1538,13221.698547
-11,1992,13225.252208
0,1772,13228.420841
-249,2213,13232.520396
-232,1688,13235.555774
-182,2495,13240.007282
97,2965,13245.394442
-197,2378,13250.295061
-344,1786,13254.179499
-21,2428,13259.275926
-192,2082,13263.472461
-313,805,13265.123811
-212,2628,13270.312565
-42,2418,13317.702241
223,2027,13321.81456
-103,2890,13327.820745
-264,2336,13332.797234
-214,2438,13337.579312
-280,1871,13340.870766
79,1555,13343.626254
-296.0,6081,13354.382649
-215,2980,13359.738023
-137,2950,13364.924935
-212,1619,13367.916118
-257.0,6457,13382.334466
71,1926,13429.821499
159,1741,13433.264821
-118,2337,13438.024918
10,2414,13443.346465
-91,2153,13448.098144
-77,2481,13453.359276
-164,1672,13456.967869
-135,2015,13460.602769
-112,2445,13465.064345
265,1767,13468.26557
-154,2701,13473.196968
206,1879,13476.61529
-70,2151,13480.392713
-182,2609,13485.098654
-188,2304,13489.81545
-240,1540,13492.938772
-156,2509,13540.930514
-209,1870,13543.797434
-248,1644,13546.616147
7,2161,13550.998116
4,2252,13555.942311
-57,2541,13561.497464
95,1675,13565.277418
-182,2184,13570.212178
-240,1658,13573.837113
-268,1559,13577.084729
152,2390,13581.444809
-116,1816,13584.667647
-259,2647,13589.493286
-211,2548,13594.054054
-163,2601,13598.695503
-214,2714,13603.559589
114,1567,13606.315267
-246,2184,13653.627707
-98,1802,13656.425446
-310,1372,13658.745264
8,2552,13663.223015
-14,3538,13670.010581
-173,1948,13674.157035
-300,1544,13677.487858
-15,2103,13682.056548
-54,1746,13685.803588
-181,1846,13689.719704
-286,1570,13693.108698
-29,3573,13700.19008
-282,2767,13705.163453
-22,1822,13708.365421
-98,2841,13713.630414
40,2029,13717.231781
-4,2138,13721.039994
12,2100,13767.343513
-24,2085,13770.86716
-54,2407,13775.107683
-114,2096,13778.849136
-181,2649,13783.586932
-163,3018,13789.469322
40,2121,13794.150183
40,2922,13800.37303
-117,2268,13805.400655
-240,2342,13810.455244
-11,2571,13816.063334
-48,2273,13820.253082
-291,1672,13823.241836
-195,1966,13826.761036
-62,2692,13831.513407
-116,3107,13880.481743
-195,2334,13884.407725
-119,2708,13889.094892
289,1315,13891.39969
-157,3005,13896.730875
-347,2003,13900.312531
-53,2439,13904.662014
-340,1601,13907.630002
25,2906,13913.82185
-157,2022,13918.268482
-153,3053,13924.923507
20,3102,13931.856458
-199,2109,13936.435611
-345,1428,13939.05257
26,2629,13943.774933
-149,2543,13990.741857
-344,1902,13994.378954
-1,3685,14001.242577
25,2382,14005.523675
125,1825,14008.814972
45,3294,14014.732077
110,2507,14019.257277
-7.0,8557,14036.124216
183,2101,14040.56489
-134,1734,14044.194514
1,3296,14051.338255
-260,2563,14056.863183
-227,2481,14105.005643
-36,1733,14108.79983
-110,2732,14114.921654
-72,3001,14120.614376
196,2249,14124.625881
-88,2148,14128.468044
-201,1831,14131.753389
-303,2736,14136.640731
-148,1733,14139.768187
-208,3407,14145.836822
-196,1708,14149.395123
-195,2390,14154.709017
-242,1978,14158.994328
-253,2603,14164.762654
52,2099,14169.359677
231,1274,14172.099735
242,2147,14219.398976
-234,1774,14222.858361
26,2018,14226.922707
-347,1450,14229.802444
-250,1436,14232.810767
-104,2935,14238.962809
-123,2275,14244.024699
-66,3297,14251.316858
-204,1833,14255.375212
-134,2465,14260.890079
-165,2562,14266.536246
-29,3308,14273.746257
-232,2203,14278.572997
-114,2615,14284.345777
-294,1659,14287.984213
-165,2102,14336.201344
209,1996,14339.88792
-117,1442,14342.826419
12,2187,14347.258756
-200,2656,14352.967263
113,2435,14357.872527
-286,1713,14360.954923
122,1897,14364.393044
-298,1230,14366.625942
-95,2851,14371.801602
-206,1208,14373.958465
-284,1211,14376.128749
2,2615,14380.806227
-203,1777,14383.98391
229,1402,14386.512961
-281,2504,14391.749547
196,1554,14395.072581
-351,1440,14398.180191
-204,2298,14403.084644
-14,2207,14450.414752
-162,1775,14454.004653
-222,2432,14459.179798
-284,2448,14464.631037
-21,3807,14473.184857
-331,2070,14477.479932
-49,2762,14482.39172
-193,1912,14485.836508
-109,2278,14489.919571
-288,1866,14493.239623
-205,2832,14498.279418
-220,2739,14503.148538
-37,3281,14509.448139
-160,2673,14515.283224
-92,2135,14563.729862
92,2608,14568.311633
-182,1678,14571.655384
-29,3690,14579.237287
-158,2143,14583.713746
8,2871,14589.591093
-114,2648,14595.356107
-244,2632,14600.288473
-80,2411,14604.645163
-85,2654,14609.398743
0,3032,14614.816097
-167,1554,14617.58959
-56,2733,14622.479992
-202,2470,14626.943536
-19,2648,14632.616066
-287,1158,14676.90298
-295,1638,14679.545117
-236,2311,14683.649328
-98,1841,14687.031123
10,3121,14693.556221
-342,1367,14696.445113
-303,1790,14700.217458
11,2139,14704.758193
-161,2380,14709.580069
-190,2704,14715.156061
105,2606,14720.024096
-237,2327,14724.16298
-20,2098,14727.914427
-347,2008,14731.493173
-56,2669,14736.309546
-280,2038,14740.009325
-339,1572,14742.833849
-265,1452,14789.805656
-109,2420,14794.551542
-301,1770,14798.263848
-150,1370,14801.298859
-48,3137,14807.893288
-226,1985,14812.275343
-199,2247,14817.329997
-273,1624,14820.943
-114,2534,14826.420403
-182,2304,14831.622148
-137,2645,14837.269541
-158,2334,14841.454684
-290.0,4313,14849.138716
-306,1464,14851.752901
-161,2460,14856.140331
-3,3171,14904.33711
-198,2318,14908.247226
-166,3085,14913.76834
-121,1954,14917.27954
-149,2770,14922.293837
-220,2801,14927.562893
-44,2866,14933.465617
-182,2682,14938.810858
-28,2741,14944.286626
-337,2123,14948.765703
-38,2340,14953.614091
-266,1332,14956.417053
-6,3296,14962.343103
-112,2562,14966.929315
-32,3138,15016.548634
-304,2723,15021.262552
-147,3134,15026.905828
-118,1132,15028.939787
-23,3677,15035.646317
-26,2882,15040.757118
-347,1964,15044.266037
-249,1814,15047.689693
-33,2657,15053.16098
-239,1546,15056.468973
-259,2616,15061.995496
-155,2429,15066.959463
-111,1723,15070.405013
-274,1406,15073.358076
194,1571,15076.571592
-282,1714,15079.655048
152,3110,15128.30432
10,3561,15135.574009
-12,3606,15142.061841
-166,2381,15146.408648
-352,1121,15148.451008
-204,3090,15153.899118
-66,1668,15156.957621
-137,1858,15160.345056
-203,2118,15164.079455
-81,3034,15169.912336
-41,3119,15176.857343
-103,2198,15181.723536
-84,2468,15187.192062
-183,2183,15192.105404
-200,2575,15240.808911
-248,1879,15244.663563
-211,1517,15248.000806
-219,2457,15253.42694
-103,2204,15258.032411
-165,2410,15262.3507
0,2067,15266.155935
-138,2749,15270.996834
-1,2555,15275.607099
-350,1340,15277.977063
-212,1949,15281.411234
-70,2399,15285.714501
-66,2535,15290.255798
-21,1557,15293.019381
-205,2522,15297.603286
-273,2700,15302.453759
-74,1307,15304.773154
-11,2475,15352.290819
-37,2653,15358.054191
-22,3158,15364.89216
48,1498,15368.121311
7,2453,15373.432747
-206,1831,15377.378658
-227,2346,15381.630473
-128,2515,15386.194367
-44,3274,15392.006662
-115,2343,15396.16613
-162,2417,15400.52423
-276,2246,15404.493091
101,2208,15408.62823
87.0,4787,15418.698178
-4,2680,15466.631623
-147,2152,15470.847635
-5,2084,15475.190251
-34,2490,15480.270097
16,3777,15488.363999
-282,2100,15492.873374
-14,2750,15498.44409
-49,2684,15503.313894
-127,2523,15507.766609
-173,1996,15511.416285
-7,1818,15514.711254
-13,2699,15519.475938
-72,2738,15524.465695
-189,3109,15530.706757
-10,2806,15578.158816
-259,2047,15581.54625
-263,1460,15584.04288
-170,2292,15588.249635
-300,1676,15591.910851
-219,2194,15596.814842
38,3450,15603.60957
-261,1576,15606.906243
-342,2160,15611.069476
-152,1573,15614.03473
-136,2174,15618.118534
-125,3100,15623.756021
-200,2531,15628.341274
-254,2249,15632.427923
-73,2971,15637.878046
-54,2464,15686.485512
-207,2360,15690.136579
-113,1902,15693.330965
-3,2632,15697.885369
262,1529,15700.576529
78,1879,15703.900166
-118,2289,15708.106919
83,3111,15714.302748
-50,2849,15720.018553
-87,2741,15725.289108
-292,2173,15729.840537
-140,2262,15734.283245
153,2007,15738.068308
-206,2014,15741.683471
-135,1716,15744.75568
-255,2625,15749.43891
-347,1696,15795.212455
-348,2054,15798.394112
-205,2518,15802.56092
68,1459,15805.057088
-92,1144,15807.047241
-253,2900,15812.166533
-294,2168,15816.014087
-170,2621,15820.675415
-3,3060,15826.126238
42,2075,15830.045102
-136,2761,15835.713799
-35,2610,15840.723503
38,1986,15844.813289
-228.0,6907,15858.611569
78,2364,15906.509031
-105,2587,15911.651348
73,2112,15915.743825
-242,2545,15920.965523
-187,2314,15925.463971
-266,2577,15930.103309
-157,2256,15934.149854
40,2320,15938.290536
-127,2785,15943.276285
-70,3228,15949.144975
-126,2590,15954.11854
-153,3310,15960.63713
-117,2281,15964.957278
-215,2540,15970.150033
-162,998,15972.148585
103,2798,16020.579995
-76,2453,16024.756368
-253,2199,16028.563107
-344,2326,16032.633791
-72,2639,16037.274451
-186,1851,16040.55701
-2,2875,16045.6705
-256,2819,16050.674314
-248,2518,16055.13687
193,1929,16058.551404
-32,2887,16063.659784
-293,2036,16067.287947
-143,2707,16072.428056
-260,1852,16076.049242
-155,3112,16126.397768
-10,1588,16129.003291
-45,3221,16134.533016
-231,2253,16138.532487
-175,1575,16141.33884
-154,2613,16146.017647
105,2671,16150.80213
-114,2469,16155.279831
-257,1828,16158.566291
-308,2413,16162.905659
-156,2818,16167.981222
7,2379,16172.263963
-29,2236,16176.288725
66,2491,16180.805712
-14,1991,16184.395415
-177,2310,16188.786274
-298,1615,16235.747153
-68,2205,16239.699003
-20,2903,16244.99615
-10,3164,16251.032358
-11,2580,16256.319189
-216.0,6217,16268.894597
-120,2083,16273.058171
-209,1750,16276.355859
-206,2138,16280.178357
-243,2676,16284.98986
-280,2301,16289.121162
-140,2271,16293.159996
-195,1270,16295.427188
-205,1716,16298.483709
-54,1806,16345.386705
-144,1754,16348.184126
-138,3173,16353.702723
-209,1874,16357.117087
-26,2985,16362.503551
5,3030,16367.911631
-97,2407,16372.141661
-13,3559,16378.500757
-7,3043,16383.961118
-227,1438,16386.545532
-240,1576,16389.365707
-267,2025,16392.989348
-81,2452,16397.374976
-267,1110,16399.337651
-262,2218,16403.274225
-343,1836,16406.530697
74,2232,16453.735816
-257,1589,16456.524484
-87,2175,16460.347572
-174,2723,16465.215475
-23,1906,16468.596135
-176,2740,16473.474715
-175,2484,16477.878228
-191,2374,16482.105402
-194,2519,16486.618199
-295,1484,16489.260403
-42,3527,16495.49587
-112,2877,16500.563503
77,2119,16504.346243
-245,2140,16508.161968
-112,2403,16512.413502
-45,3275,16562.542095
-108,2061,16566.828625
-165,2589,16572.151262
-175,2666,16577.440296
-156,2080,16581.252316
-250.0,6657,16593.625361
-212,2887,16599.109729
-290,1594,16601.994051
-219,2634,16606.993646
-96,2565,16611.969143
-214,2198,16616.485573
-6,2561,16621.305757
20,3234,16628.129475
-39,1409,16674.969771
-105,2247,16679.230244
4,3180,16685.323766
350,1194,16687.619979
-158,2467,16692.675302
-83,2028,16696.614974
-76,2783,16701.699667
-184,2030,16705.382205
-120,1674,16708.441478
-11,2874,16713.660353
-96,1857,16717.037735
-235,2457,16721.491584
23,2579,16726.178778
-237,2491,16730.711446
283,1423,16733.274855
-209,2404,16737.595316
